author_id,validation_level,rank_level
U01345,md2_validated,level_1
U01346,,level_1
U01347,realid_validated,level_1
U01348,,level_0
U01349,,level_0
U01350,,level_0
U01351,realid_validated,level_0
U01352,,level_0
U01353,,level_0
U01354,,level_3
U01355,,level_0
U01356,md_validated,level_1
U01357,,level_0
U01358,md_validated,level_1
U01359,md_validated,level_1
U01360,,level_0
U01361,,level_0
U01362,md_validated,level_1
U01363,,level_3
U01364,md1_validated,unk
U01365,md1_validated,level_0
U01366,,level_0
U01367,,level_1
U01368,,level_0
U01369,realid_validated,level_0
U01370,,level_0
U01371,md1_validated,level_2
U01372,,level_0
U01373,,level_0
U01374,,unk
U01375,md2_validated,level_3
U01376,,level_0
U01377,,level_0
U01378,,level_2
U01379,md2_validated,unk
U01380,md1_validated,level_0
U01381,md1_validated,unk
U01382,,level_1
U01383,,level_0
U01384,md_validated,level_2
U01385,,level_3
U01386,md1_validated,level_1
U01387,,level_3
U01388,,level_3
U01389,,level_1
U01390,md_validated,level_1
U01391,md_validated,level_4
U01392,,level_1
U01393,md_validated,level_1
U01394,md_validated,level_2
U01395,md_validated,level_1
U01396,,level_0
U01397,md_validated,level_3
U01398,,level_0
U01399,,level_1
U01400,,level_0
U01401,,level_0
U01402,,level_0
U01403,,level_0
U01404,,level_1
U01405,,level_2
U01406,,level_0
U01407,,level_0
U01408,,level_1
U01409,,level_0
U01410,md2_validated,level_1
U01411,,level_0
U01412,,level_1
U01413,,level_0
U01414,md_validated,level_1
U01415,md2_validated,level_1
U01416,,level_0
U01417,md1_validated,level_0
U01418,md_validated,level_2
U01419,realid_validated,level_0
U01420,,level_1
U01421,,level_0
U01422,,level_0
U01423,md_validated,level_2
U01424,,level_0
U01425,,level_1
U01426,,level_2
U01427,md1_validated,unk
U01428,,level_2
U01429,md1_validated,level_4
U01430,,level_0
U01431,,level_0
U01432,,level_4
U01433,,level_0
U01434,,level_1
U01435,,level_0
U01436,md1_validated,level_2
U01437,,level_0
U01438,,level_0
U01439,md1_validated,level_2
U01440,,level_0
U01441,md1_validated,level_4
U01442,,level_0
U01443,,level_4
U01444,,level_3
U01445,,level_0
U01446,,level_3
U01447,md2_validated,unk
U01448,,level_1
U01449,md1_validated,level_3
U01450,,level_0
U01451,,level_0
U01452,,level_0
U01453,,level_4
U01454,,level_3
U01455,,level_1
U01456,realid_validated,level_0
U01457,realid_validated,level_4
U01458,md3_validated,unk
U01459,,level_0
U01460,,level_0
U01461,md_validated,level_1
U01462,md_validated,level_1
U01463,,level_3
U01464,realid_validated,level_3
U01465,md2_validated,level_3
U01466,realid_validated,level_0
U01467,,level_0
U01468,,level_0
U01469,md1_validated,level_2
U01470,,level_0
U01471,,level_0
U01472,,level_0
U01473,,level_0
U01474,,level_1
U01475,,level_1
U01476,,level_0
U01477,,level_1
U01478,,level_0
U01479,,level_2
U01480,md_validated,level_1
U01481,md1_validated,level_1
U01482,realid_validated,level_3
U01483,,level_3
U01484,md1_validated,level_0
U01485,,level_1
U01486,md_validated,level_1
U01487,md_validated,unk
U01488,,level_3
U01489,,level_0
U01490,,level_1
U01491,,level_0
U01492,md_validated,level_1
U01493,md1_validated,level_0
U01494,,level_2
U01495,,level_0
U01496,realid_validated,level_1
U01497,md_validated,level_1
U01498,md_validated,level_1
U01499,,level_0
U01500,,level_0
U01501,,level_2
U01502,,level_0
U01503,,level_4
U01504,md_validated,level_3
U01505,md_validated,level_3
U01506,md_validated,level_2
U01507,md_validated,unk
U01508,,level_0
U01509,md_validated,level_3
U01510,md_validated,level_3
U01511,,level_0
U01512,,level_0
U01513,,level_1
U01514,md_validated,level_1
U01515,md_validated,level_1
U01516,md_validated,level_3
U01517,md_validated,level_3
U01518,,level_0
U01519,md_validated,level_2
U01520,md_validated,level_1
U01521,md_validated,level_1
U01522,,level_0
U01523,,level_0
U01524,,level_0
U01525,,level_0
U01526,,level_0
U01527,md1_validated,level_1
U01528,,level_2
U01529,md1_validated,unk
U01530,md1_validated,level_1
U01531,,level_0
U01532,,level_0
U01533,,level_0
U01534,md_validated,level_1
U01535,md1_validated,unk
U01536,,level_0
U01537,realid_validated,level_0
U01538,md2_validated,unk
U01539,,level_1
U01540,,level_1
U01541,,level_0
U01542,md_validated,level_3
U01543,,level_0
U01544,realid_validated,level_1
U01545,,level_0
U01546,,level_4
U01547,,level_1
U01548,,level_3
U01549,md_validated,level_4
U01550,md_validated,level_1
U01551,md_validated,level_1
U01552,md1_validated,level_1
U01553,,level_6
U01554,,level_0
U01555,,level_3
U01556,,level_0
U01557,realid_validated,level_1
U01558,,level_0
U01559,,level_0
U01560,,level_4
U01561,,level_3
U01562,md_validated,level_1
U01563,,unk
U01564,md_validated,level_0
U01565,,unk
U01566,,level_0
U01567,,level_0
U01568,,level_0
U01569,,level_0
U01570,,level_1
U01571,,level_1
U01572,,level_0
U01573,md2_validated,unk
U01574,,level_1
U01575,,level_0
U01576,,level_0
U01577,,level_1
U01578,,level_0
U01579,,level_0
U01580,,level_1
U01581,,level_0
U01582,md1_validated,level_1
U01583,md1_validated,level_3
U01584,,level_1
U01585,,level_1
U01586,,level_0
U01587,md_validated,level_1
U01588,,level_0
U01589,md2_validated,level_1
U01590,,level_0
U01591,,level_0
U01592,md1_validated,level_2
U01593,,level_0
U01594,,level_0
U01595,,level_0
U01596,,level_1
U01597,,level_0
U01598,,level_2
U01599,,level_0
U01600,md1_validated,level_0
U01601,,level_0
U01602,md_validated,level_1
U01603,,level_0
U01604,,level_1
U01605,,level_0
U01606,,level_0
U01607,,level_1
U01608,md_validated,level_1
U01609,,level_2
U01610,,level_0
U01611,,level_0
U01612,,level_0
U01613,,level_0
U01614,,level_1
U01615,,level_3
U01616,md1_validated,level_3
U01617,,level_0
U01618,,level_0
U01619,,level_0
U01620,,level_1
U01621,realid_validated,level_0
U01622,,level_0
U01623,,level_1
U01624,,level_0
U01625,,level_1
U01626,,level_0
U01627,,level_0
U01628,md_validated,level_1
U01629,,level_0
U01630,,level_1
U01631,md2_validated,level_0
U01632,md1_validated,level_0
U01633,,level_2
U01634,,level_3
U01635,,level_0
U01636,,level_2
U01637,md_validated,level_1
U01638,,level_0
U01639,realid_validated,level_0
U01640,,level_0
U01641,realid_validated,level_0
U01642,,level_0
U01643,,level_0
U01644,md_validated,level_3
U01645,realid_validated,level_0
U01646,md1_validated,level_1
U01647,,level_0
U01648,,level_1
U01649,,level_0
U01650,md1_validated,unk
U01651,,level_1
U01652,,level_2
U01653,,level_0
U01654,,level_1
U01655,,level_0
U01656,md_validated,level_1
U01657,,level_0
U01658,,level_0
U01659,,level_0
U01660,md_validated,unk
U01661,,unk
U01662,,level_0
U01663,,level_4
U01664,,level_0
U01665,md_validated,level_1
U01666,,level_2
U01667,,level_1
U01668,,level_1
U01669,,level_0
U01670,,level_0
U01671,,level_0
U01672,,level_0
U01673,,level_0
U01674,,level_1
U01675,,level_0
U01676,md_validated,level_0
U01677,,level_0
U01678,,level_0
U01679,,level_3
U01680,,level_4
U01681,realid_validated,level_1
U01682,,level_3
U01683,,level_2
U01684,,level_4
U01685,,level_1
U01686,,level_0
U01687,,level_0
U01688,,level_2
U01689,,level_0
U01690,,level_0
U01691,,unk
U01692,,level_0
U01693,,level_0
U01694,,level_0
U01695,md2_validated,unk
U01696,,level_0
U01697,,level_1
U01698,,level_1
U01699,,level_0
U01700,,level_1
U01701,,level_0
U01702,md_validated,level_1
U01703,,level_1
U01704,realid_validated,level_2
U01705,,level_0
U01706,,level_0
U01707,md1_validated,level_4
U01708,md1_validated,level_1
U01709,md_validated,level_1
U01710,,level_0
U01711,,level_0
U01712,,level_0
U01713,md1_validated,level_2
U01714,,level_1
U01715,,level_1
U01716,,level_0
U01717,realid_validated,level_0
U01718,md2_validated,level_0
U01719,,level_0
U01720,realid_validated,level_0
U01721,,level_0
U01722,,level_1
U01723,md2_validated,level_1
U01724,md_validated,level_1
U01725,,level_0
U01726,md_validated,level_1
U01727,,level_0
U01728,,level_1
U01729,,level_0
U01730,,level_0
U01731,,level_0
U01732,,level_0
U01733,,level_0
U01734,,level_1
U01735,md_validated,level_2
U01736,,level_0
U01737,,level_0
U01738,,level_0
U01739,,level_0
U01740,,level_0
U01741,,level_0
U01742,md2_validated,level_3
U01743,md1_validated,level_1
U01744,,level_0
U01745,,level_0
U01746,md1_validated,level_2
U01747,,level_0
U01748,realid_validated,level_1
U01749,md_validated,level_1
U01750,md_validated,level_1
U01751,,level_1
U01752,,unk
U01753,,level_2
U01754,,unk
U01755,,level_1
U01756,,level_0
U01757,,level_1
U01758,,level_0
U01759,,level_0
U01760,md1_validated,level_2
U01761,md_validated,level_4
U01762,,level_0
U01763,,level_0
U01764,,level_0
U01765,,level_3
U01766,realid_validated,level_0
U01767,,level_3
U01768,,level_0
U01769,,level_0
U01770,,level_1
U01771,,level_0
U01772,,unk
U01773,,level_0
U01774,realid_validated,level_0
U01775,,level_0
U01776,,level_0
U01777,,level_1
U01778,,level_1
U01779,,level_2
U01780,,level_0
U01781,md1_validated,level_1
U01782,,level_1
U01783,md_validated,level_1
U01784,,level_0
U01785,realid_validated,unk
U01786,md1_validated,level_0
U01787,,level_0
U01788,,level_0
U01789,,level_0
U01790,,level_0
U01791,,level_0
U01792,,level_0
U01793,,level_4
U01794,,level_1
U01795,realid_validated,level_0
U01796,,level_1
U01797,,level_0
U01798,realid_validated,level_1
U01799,md1_validated,level_0
U01800,realid_validated,level_0
U01801,md_validated,unk
U01802,md_validated,level_2
U01803,,level_0
U01804,,level_0
U01805,,level_2
U01806,,level_1
U01807,,level_1
U01808,,level_0
U01809,md1_validated,level_1
U01810,,level_0
U01811,,level_0
U01812,,level_0
U01813,md1_validated,level_3
U01814,md1_validated,unk
U01815,md1_validated,level_0
U01816,,level_0
U01817,,level_0
U01818,,level_0
U01819,md1_validated,unk
U01820,md1_validated,level_3
U01821,,level_0
U01822,realid_validated,level_0
U01823,md2_validated,unk
U01824,md1_validated,level_1
U01825,,level_1
U01826,,level_0
U01827,,level_0
U01828,,level_0
U01829,md_validated,level_3
U01830,,level_0
U01831,md_validated,level_3
U01832,md_validated,level_3
U01833,,level_3
U01834,,level_0
U01835,,level_1
U01836,md2_validated,level_0
U01837,realid_validated,level_1
U01838,,level_2
U01839,,level_0
U01840,realid_validated,level_0
U01841,,level_0
U01842,,level_0
U01843,realid_validated,unk
U01844,md2_validated,unk
U01845,realid_validated,level_1
U01846,,level_1
U01847,realid_validated,level_0
U01848,md1_validated,unk
U01849,,level_0
U01850,,level_0
U01851,,level_3
U01852,md1_validated,unk
U01853,,level_3
U01854,,level_0
U01855,,level_1
U01856,,level_0
U01857,,level_0
U01858,,level_3
U01859,md_validated,level_1
U01860,md_validated,level_1
U01861,realid_validated,level_1
U01862,,level_0
U01863,,level_0
U01864,,level_1
U01865,,level_0
U01866,,level_3
U01867,,level_0
U01868,md1_validated,level_1
U01869,,level_6
U01870,,level_0
U01871,,level_0
U01872,realid_validated,level_1
U01873,,level_0
U01874,,level_3
U01875,md2_validated,level_0
U01876,md_validated,level_1
U01877,md_validated,level_3
U01878,,unk
U01879,,level_0
U01880,,level_0
U01881,,level_0
U01882,,level_4
U01883,realid_validated,level_0
U01884,realid_validated,level_0
U01885,realid_validated,level_0
U01886,,level_0
U01887,md_validated,level_1
U01888,md_validated,level_1
U01889,md_validated,level_1
U01890,,level_1
U01891,,level_1
U01892,,level_0
U01893,,level_0
U01894,,level_0
U01895,realid_validated,level_0
U01896,md_validated,level_1
U01897,,level_1
U01898,md1_validated,level_3
U01899,,level_1
U01900,,level_0
U01901,md2_validated,level_1
U01902,md1_validated,level_1
U01903,realid_validated,level_0
U01904,md_validated,level_1
U01905,,level_1
U01906,,level_0
U01907,md_validated,level_3
U01908,md1_validated,level_1
U01909,md2_validated,level_0
U01910,,level_0
U01911,,level_0
U01912,,level_0
U01913,md_validated,level_3
U01914,md_validated,level_1
U01915,,level_0
U01916,,level_0
U01917,,level_0
U01918,,level_1
U01919,,level_1
U01920,,level_0
U01921,,level_1
U01922,,level_0
U01923,,level_3
U01924,md1_validated,level_3
U01925,,level_4
U01926,md_validated,level_3
U01927,md_validated,level_1
U01928,md_validated,level_2
U01929,md2_validated,level_3
U01930,,level_3
U01931,realid_validated,level_0
U01932,,level_0
U01933,md_validated,level_3
U01934,,level_4
U01935,md3_validated,unk
U01936,md1_validated,level_0
U01937,md2_validated,level_1
U01938,,level_0
U01939,,level_0
U01940,md_validated,level_3
U01941,,level_1
U01942,,level_0
U01943,,level_0
U01944,,level_0
U01945,,level_0
U01946,md1_validated,unk
U01947,realid_validated,unk
U01948,,level_0
U01949,,level_0
U01950,,level_1
U01951,,level_0
U01952,,level_0
U01953,,level_0
U01954,,level_3
U01955,realid_validated,level_3
U01956,,level_2
U01957,,level_0
U01958,,level_1
U01959,md1_validated,unk
U01960,md1_validated,level_1
U01961,,level_0
U01962,,level_0
U01963,md1_validated,level_1
U01964,md_validated,level_3
U01965,,level_0
U01966,,level_1
U01967,,level_0
U01968,,level_0
U01969,,level_0
U01970,,level_0
U01971,,level_0
U01972,,level_1
U01973,,level_0
U01974,,level_0
U01975,md_validated,level_1
U01976,,level_2
U01977,,level_3
U01978,,level_0
U01979,,level_0
U01980,,level_0
U01981,,level_0
U01982,md2_validated,level_1
U01983,,level_0
U01984,,level_2
U01985,,level_1
U01986,,level_0
U01987,,level_0
U01988,,level_0
U01989,md1_validated,level_2
U01990,,level_0
U01991,,level_1
U01992,,level_0
U01993,md1_validated,level_1
U01994,,level_0
U01995,,level_0
U01996,,level_1
U01997,,level_0
U01998,,level_0
U01999,md_validated,level_2
U02000,,level_0
U02001,md_validated,level_1
U02002,,level_1
U02003,md1_validated,unk
U02004,md2_validated,level_4
U02005,md1_validated,unk
U02006,,level_0
U02007,,level_1
U02008,,level_0
U02009,,level_2
U02010,,level_0
U02011,,level_0
U02012,,level_0
U02013,,level_1
U02014,md1_validated,unk
U02015,,level_0
U02016,,unk
U02017,md1_validated,unk
U02018,,level_0
U02019,,level_0
U02020,md3_validated,level_3
U02021,md2_validated,level_0
U02022,md2_validated,level_0
U02023,,level_0
U02024,,level_0
U02025,md1_validated,level_1
U02026,realid_validated,level_0
U02027,,level_0
U02028,md_validated,level_3
U02029,md_validated,level_1
U02030,,level_1
U02031,,level_0
U02032,md1_validated,level_1
U02033,,level_0
U02034,,level_0
U02035,,level_0
U02036,,level_0
U02037,,level_0
U02038,,level_0
U02039,,level_0
U02040,,level_1
U02041,,level_0
U02042,,level_1
U02043,,level_1
U02044,md_validated,level_1
U02045,,level_0
U02046,,level_3
U02047,,level_0
U02048,realid_validated,level_0
U02049,md1_validated,level_1
U02050,,level_0
U02051,,level_2
U02052,,level_0
U02053,md_validated,level_2
U02054,md2_validated,level_1
U02055,,level_3
U02056,md1_validated,level_6
U02057,,level_1
U02058,md1_validated,level_0
U02059,,level_1
U02060,,level_0
U02061,realid_validated,level_2
U02062,md_validated,level_1
U02063,md2_validated,level_4
U02064,,level_1
U02065,,level_0
U02066,,level_0
U02067,md_validated,level_1
U02068,,level_2
U02069,,level_0
U02070,,level_0
U02071,,level_0
U02072,,level_1
U02073,,level_0
U02074,,level_1
U02075,,level_1
U02076,,level_2
U02077,,level_4
U02078,,level_0
U02079,realid_validated,level_1
U02080,md1_validated,level_3
U02081,,level_1
U02082,md1_validated,level_0
U02083,,level_0
U02084,,level_1
U02085,,level_0
U02086,md1_validated,level_4
U02087,md_validated,level_1
U02088,,level_2
U02089,realid_validated,level_3
U02090,realid_validated,level_0
U02091,,level_0
U02092,,level_0
U02093,,level_3
U02094,md1_validated,level_1
U02095,,level_1
U02096,,level_0
U02097,,level_2
U02098,,level_0
U02099,,level_1
U02100,,level_1
U02101,,level_0
U02102,,level_0
U02103,md1_validated,level_1
U02104,,level_0
U02105,md_validated,level_1
U02106,,level_0
U02107,,level_0
U02108,,level_0
U02109,,level_0
U02110,md_validated,level_1
U02111,,level_0
U02112,,level_0
U02113,,level_0
U02114,,level_0
U02115,,level_0
U02116,,level_0
U02117,,level_0
U02118,md_validated,level_1
U02119,,level_2
U02120,md_validated,unk
U02121,,level_0
U02122,,level_1
U02123,,level_0
U02124,,level_0
U02125,md1_validated,level_3
U02126,,level_0
U02127,,level_0
U02128,,level_0
U02129,,level_0
U02130,,level_0
U02131,,level_4
U02132,md1_validated,unk
U02133,md1_validated,unk
U02134,,level_0
U02135,md_validated,level_1
U02136,md1_validated,level_0
U02137,md2_validated,level_2
U02138,md1_validated,unk
U02139,md1_validated,level_4
U02140,,level_1
U02141,md1_validated,level_0
U02142,,level_0
U02143,,level_1
U02144,realid_validated,level_3
U02145,,level_3
U02146,md_validated,level_1
U02147,,level_1
U02148,,level_0
U02149,md2_validated,level_3
U02150,realid_validated,level_0
U02151,,level_0
U02152,md_validated,level_1
U02153,,level_2
U02154,,level_0
U02155,,level_4
U02156,md1_validated,unk
U02157,,level_3
U02158,,level_0
U02159,,level_0
U02160,,level_0
U02161,,level_1
U02162,,level_1
U02163,md1_validated,level_0
U02164,,level_0
U02165,md_validated,level_3
U02166,md_validated,level_1
U02167,md_validated,level_1
U02168,,level_0
U02169,,level_1
U02170,md1_validated,level_0
U02171,,level_0
U02172,md_validated,level_1
U02173,,level_0
U02174,,level_0
U02175,,level_0
U02176,md_validated,unk
U02177,md2_validated,level_3
U02178,,level_4
U02179,,level_1
U02180,,level_0
U02181,,level_0
U02182,,level_3
U02183,,level_0
U02184,,level_0
U02185,md1_validated,unk
U02186,,level_1
U02187,,level_0
U02188,realid_validated,level_3
U02189,,level_1
U02190,,level_3
U02191,md1_validated,level_3
U02192,,level_3
U02193,,level_1
U02194,,level_1
U02195,,level_0
U02196,,level_0
U02197,,level_1
U02198,,level_0
U02199,,level_0
U02200,,level_0
U02201,,level_1
U02202,,level_0
U02203,,level_2
U02204,,level_0
U02205,,level_0
U02206,,level_0
U02207,,level_0
U02208,,level_0
U02209,md1_validated,level_3
U02210,,level_0
U02211,md1_validated,level_1
U02212,md_validated,level_1
U02213,md_validated,level_1
U02214,md_validated,level_1
U02215,md_validated,level_1
U02216,md1_validated,level_2
U02217,,level_0
U02218,,level_0
U02219,,level_2
U02220,,level_1
U02221,,level_3
U02222,md_validated,level_3
U02223,md2_validated,level_1
U02224,,level_0
U02225,md_validated,level_3
U02226,realid_validated,level_0
U02227,,level_3
U02228,md1_validated,level_1
U02229,realid_validated,level_1
U02230,md3_validated,unk
U02231,md1_validated,level_1
U02232,,level_0
U02233,md1_validated,level_1
U02234,realid_validated,level_0
U02235,realid_validated,level_3
U02236,md1_validated,level_4
U02237,,level_0
U02238,,level_0
U02239,,level_0
U02240,,level_1
U02241,,level_0
U02242,md2_validated,level_2
U02243,md_validated,level_1
U02244,md2_validated,level_1
U02245,md1_validated,level_1
U02246,,level_0
U02247,md_validated,level_1
U02248,,level_0
U02249,,level_0
